"","date","company","country","city","role","current_or_former","employment_status","employment_length","recommend","outlook","approve_ceo","score_overall","score_career_opp","score_comp_and_benefits","score_culture_and_values","score_senior_mgmt","score_work_life_balance","pros","cons","advice_to_management"
"2030",2015-08-13,"Mintel","UK","London, England "," Sales","Former  ",NA,NA,"No","Negative","No",1,1,1,1,1,1,"Nice new office in St Paul's with free coffee","Where do I start! Boiler room work environment where you are expected to to be on the phone all day, and if you take a break it is frowned upon. Management only look after the people they like, you get micro-managed by management because they have major trust issues in you doing the job, salary and commission structure is very poor, a miserable work environment where a staff turnover is extremley high.","Stop ignoring the issues of a draconian company culture and high staff turnover that exist and address them as a matter of urgency"
"2031",2015-06-22,"Mintel","US","Chicago, IL "," Anonymous ","Current  ","Full-time","More than 8 years","Yes","Positive","Yes",4,5,4,4,4,5,"Great environment!

Great people, engaging work, unlimited career opportunities (no set path allows you to forge your own career), and great work/life balance. Good benefits and PTO policy as well. Nice, new office in heart of downtown.","The approach to seating - while good for many reasons (open/collaborative) comes with challenges as well - must be conscious about sensitive info on screens or sensitive conversations. In addition, no assigned seats makes the office feel a little impersonal, as desks are kept clear each night.","Keep up the positive environment! But don't forget about your Analysts. They are working hard, every day, and can sometimes feel undervalued, as a lot of discussion centers around sales performance."
"2032",2015-06-11,"Mintel",NA,NA," Anonymous ","Former  ","Full-time","More than 5 years","No","Negative","Neutral",2,1,2,2,1,5,"Good location, nice office, good work life balance. Well, there used to be good benefits too, but that is all history now.","No development plans, very poor raises. The manager keeps hiring sales people to do more sales but cut the investment on product quality.","Really hope someone who knows management to be the manager of this company"
"2033",2015-06-04,"Mintel","US","Chicago, IL "," Anonymous ","Current  ",NA,"More than a year","No","Neutral","Neutral",2,2,2,3,2,3,"Relaxed working environment, with a cool and unique work space. It's actually the most interesting office I've ever had the opportunity to work in every day.","There are no raises given here. You have to be promoted in the company to make more money. You are usually left feeling stuck in your current position because there isn't much room for advancement. You basically have to wait for someone to quit, be fired or get promoted for you to move up to the next logical position in your career path. Otherwise, you have to jump around the company to find a new opening, granted …  they even give you the opportunity to apply.Show More","My advice would be to listen to their employees, and actually help them with career progression rather than just tell them to wait it out. As far as Senior Management, the raise situation does not promote a good morale with employees, as it makes them feel unappreciated and undervalued. Even a small raise would be appreciated."
"2034",2015-05-31,"Mintel","US","Chicago, IL "," Anonymous","Former  ","Full-time",NA,"No","Neutral","Yes",2,2,2,3,3,4,"Cool looking office in a great location in Chicago's Loop.
Generally very nice people across departments.
Great PTO and benefits.
Birthday treats and First Friday parties.","- Open office concept, mixed with the shared ""touch down"" desks, is a terrible work environment. With a mix of writers, analysts, tech and sales people, all groups have different working styles that work best for them. It is not sustainable not having your own space, and listening in on unimportant conversations gets tiresome. Create some privacy within the office so you don't feel like a fool making a simple phone …  call.
- Higher ups have no idea what goes on below them. Management has been in place too long with far too much turnover happening beneath. I knew ten people across departments who all left in one month. Time to shake things up, Mintel.
- Chicago office is second-thought to a lot of company decisions. Lack of communication is bound to happen with teams across seas, but find ways to make London and Chicago communications seamless.
- Teach managers how to be managers, rather than throwing them into the position and risking the consequence of a mismanaged team. Problems get addressed to HR, managers do nothing to fix problem, nor does HR department. Someone needs to take responsibility.
- The pay is absolutely terrible. If you're entry-level, you easily make 5-10k less than your peers at other companies in Chicago. Mintel tries to balance this with great benefits, but PTO days can't pay my rent.
- And finally, no career growth. If you have any forward-thinking ideas of where your department should be heading, they will be not considered or shut down completely. ""We don't have the resources/time"" is what I heard way too often.Show More","Start fresh. You know who the weak links are."
"2035",2015-05-19,"Mintel","US","Chicago, IL "," Anonymous ","Current  ",NA,NA,"Yes","Positive","Yes",5,4,4,5,5,5,"This is, by far, the best work experience I've had to date. The people and the culture make Mintel stand out against other employers. Everyone I have met in the Chicago office is very focused and driven, but also likes to balance that with fun, which is actually one of Mintel's core values. Employees have a voice here and you have the ability to really make your positive mark on the business each day. Moreover, …  upper management is vocal about recognizing employee successes through monthly newsletter announcements, quarterly MVP awards & events and also through advancement opportunities.Show More","I cannot think of any cons about working here. Expectations are clear and straight forward. The lines of communication are open between management and employees if there are questions or concerns.","Since I have been at Mintel for a duration less than one year, I do not feel that I'm in a position to offer any advice to management."
"2036",2015-05-18,"Mintel","UK","London, England "," Anonymous ","Current  ","Full-time","More than a year",NA,NA,NA,4,NA,NA,NA,NA,NA,"Nice people, nice place to work","too much fun every day",NA
"2037",2015-05-13,"Mintel",NA,NA," Anonymous ","Current  ",NA,NA,"Yes","Positive","Yes",4,3,3,5,5,5,"Great and intelligent leadership, great learning experience","limited mobility to move up",NA
"2038",2015-06-01,"Mintel","UK","London, England "," Research Analyst","Current  ","Full-time","More than a year","No","Negative",NA,1,1,1,1,1,2,"The company name looks good on your CV as noone from outside knows what is going on internally.","Awful management across all of the departments. There is no path for promotion. Sometimes it takes years to be promoted only if the person above you leaves and you also need to be 'the favorite one' of your Manager to be considered. Yes! They don't care if you work hard. If they don't like you, they won't promote you!

Salary is extremely poor considering the amount of work done every single day and yet you …  are not appreciated by your Line or Dept Managers at all !!!

The last but not the least, people are mixing their private lives with work. Too much gossips, drama.

Overall, I WOULDN'T RECOMMEND the company to ANYONE!!! If you get an offer from Mintel think twice before you make the decision. Sometimes it's better to wait rather than end up in unhealthy environment.Show More","Start being professional and go to some trainings because the lack of managerial skills is horrendous!"
"2039",2015-05-26,"Mintel","US","Chicago, IL "," Account Executive","Former  ",NA,"More than a year","No","Negative","No",1,2,1,1,1,3,"International company, chances for promotion, interesting industry, some good co-workers","Terrible sales environment, Remarkably cut-throat, management lacks clear vision of company goals and issues","Fire your sales management staff and start over"
"2040",2015-04-08,"Mintel",NA,NA," Anonymous ","Former  ","Full-time",NA,"Yes",NA,NA,4,NA,NA,NA,NA,NA,"Flexible fun great clients loved it","I didn't have many cons working for this company",NA
"2041",2015-05-08,"Mintel","UK","London, England "," Anonymous ","Former  ","Full-time","Less than a year","Yes",NA,NA,1,1,1,1,1,1,"Apart from free drinks once a month-no pros.","Lowest salary I've ever had (14.000 pa) whilst the job was based on translating (from languages I speak as well as the ones I don't know). Management is not aware o what is goig on on thw lowest level of companys ladder. Impossible to get promoted, unless you're a managers best friend (fluency in english not required). Employees are not treated fairly. Not many duties but a lot of pressure and stress.","To live one day of a data entry level person and re-think the rules and salary."
"2042",2015-04-15,"Mintel","UK","London, England "," Analyst, Mintel Oxygen Reports","Former  ","Full-time","More than a year","No","Neutral","No",2,2,1,3,1,5,"Good work/life balance. Most people go home at 5.30.

Get to work with some smart people although some of the smartest leave quite quickly.

Good training ground for analysts. Working with lots of information like market data and consumer research is a great training ground for other jobs.

The company spends on social events.

Relaxed and friendly office culture.

Nice offices in a …  nice location.Show More","It's been said lots of times before on Glassdoor but salaries are bad on the research side. Salary progression is through merit and the raises are miserly even when they are given.

Management throw money at social events like Friday afternoon drinks in the office and Christmas parties and they spend on coffee machines and fancy offices. All the time, most staff are wondering why they cannot spend on …  salaries.

Pensions are the minimum required by British law so are pretty worthless. Mintel seems to rely on young employees not being bothered by really poor pensions.

It looks like upper management do not value the staff. On the face of it upper management are ""in touch"". They are good at giving quarterly updates on company's performance and the chief executive hot-desks like the rest of the staff but they seem blind to the discontent among staff on progression and salaries. They must know the gripes among staff but ignore them.

A lot of this is because the company is run by people who have been there for many years. Upper management consists completely of people who have worked themselves up through the company. Those that get there are those who don't rock the boat which means the culture at the top is very conservative and new ideas and fresh thinking are stifled by the absence of any fresh blood from outside.

This means the product doesn't change much. A Mintel report produced now will be very similar to one produced ten or fifteen years ago apart from superficial changes like fan chart forecast. The company needs to be much more innovative.

There's a small company attitude. The lifers running the company moved up the ranks while Mintel was a smaller company. It has acquired other companies and expanded its coverage in the recent past but it is still run like a small company, in other words pretty amateurishly. The low salaries, lousy pensions and no real progression are the result.Show More","Value your staff.

Stop running Mintel like a small company.

Recruit some upper management from outside."
"2043",2015-04-26,"Mintel",NA,NA," Anonymous ","Current  ","Full-time",NA,"No","Neutral","Yes",1,2,1,4,1,5,"Mintel is a good place to work straight out of college to gain experience as long as you're fully aware that this will not be your career. Time off is very generous.","The compensation is pathetic and will never change after you are hired. The managerial structure is completely dysfunctional. The office is overcrowded and poorly maintained.","Listen to your employees and treat them fairly. Treating your employees like they're worthless is not a good long-term strategy."
"2044",2015-04-21,"Mintel",NA,NA," Anonymous ","Former  ",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Standard Hours and great office.","Not much guidance. If you don't hit your quota, you will be put on a performance plan.",NA
"2045",2015-03-03,"Mintel","US","Chicago, IL "," Research Analyst","Former  ",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Good work life balance, some good people","Huge turnover (except at the top) due to a dysfunctional work environment . Constant change and backtracking because of erratic management decisions. No understanding or experience with research in upper management, so they don't know what they don't know and their decisions reflect that.. Salary increases are few and far between and salaries are below industry averages.",NA
"2046",2015-03-13,"Mintel","US","New York, NY "," Coder","Former  ",NA,NA,"No","Neutral",NA,3,3,4,3,3,2,"Knowing about the credit card trends","Meeting monthly deadlines with an antiquated software program","Recognizing the employees below management more often"
"2047",2015-02-04,"Mintel","US","Chicago, IL "," Anonymous ","Current  ","Full-time",NA,"Yes","Positive","Yes",5,5,5,5,5,5,"Mintel provides a lot of autonomy with really allowing someone to grow within their expertise. Entrepreneurial-minded people will definitely succeed here as the management is more hands-off and they take the approach of letting you be resourceful and providing your opinion.
The work culture is fantastic, with a great mix of forward-thinking and innovative employees that work very collaboratively to bring the best …  ideas to light. There is a wonderful work-life balance so you are able to enjoy both your role within the company but still maintain a life outside of work.
There are a lot of negative reviews on the salaries but people are well-rewarded here both in upward mobility and in compensation if you work hard.Show More","An employee who tends to not discuss job opportunities, growth and their career path might not be heard. One has to be ambitious, direct and take the time to sit down with their manager to assess their skill-sets and where they want their career at Mintel to go. If you are not as good at being direct, it may go unnoticed so make yourself heard.","If you value an employee, take the time to meet with them regularly to talk about their goals and ambitions."
"2048",2015-03-05,"Mintel","US","Chicago, IL "," Market Research Analyst","Former  ",NA,NA,"No","Neutral","Neutral",1,1,1,1,1,3,"Company has various international opportunities","Advancement is minimal, compensation is low and infrequently increased, negative, non-collaborative treatment of employees is concerning (US management has a pack mentality and if someone raises concerns, their first reaction is to shut it down/attack vs. identifying win-wins)","set up a steering committee to listen to employee concerns and hold management accountable for the way they treat staff"
"2049",2015-01-10,"Mintel","UK","London, England "," Graduate Research Executive","Former  ","Full-time","More than a year","No","Neutral","Neutral",2,2,1,3,3,3,"Really lovely people & a sociable environment (as opposed to other reviewers, my experience with HR was positive)
Employees are encouraged to move around the office and sit with different teams, which was a good way of meeting people and to find out about their role in the company
Nice office
Interesting products - GNPD & Mintel Inspire","The salary for the graduate scheme was low (£18k) with little chance for pay rises or promotion and we received virtually no training.

As a result, motivation was low and staff turnover was high. The workload was often unmanageable within the team and, although we flagged this numerous times, nothing changed.","Implement an employee feedback system and monitor it"
"2050",2015-01-21,"Mintel",NA,NA," Anonymous ","Former  ","Full-time","More than a year","No","Negative","No",1,1,2,2,1,1,"Kind of a neat office. Some attractive female co-workers","Too many to count. Micromanage when things go bad - no training, no guidance. Quick hook for managers and sales exec. I had over 4 different manager in my same sales role in Chicago in less than 12 months!","Understand that your employees in the USA are different than those in UK. Plus you've had the same person in charge of your direct mail product for many years. Likely her leadership is not getting the job done and it's time to cut ties already."
"2051",2014-12-01,"Mintel","US","Chicago, IL "," Digital Publishing Associate","Former  ","Full-time","More than a year","No","Negative","Neutral",1,1,1,1,1,3,"Party on first Friday. Relax enviroment.","No raises. Bad management. Need to listen to others",NA
"2052",2014-10-23,"Mintel","UK","London, England "," Analyst","Former  ","Full-time","Less than a year","Yes","Neutral","Yes",4,2,2,4,4,5,"I worked in MMS. I enjoyed it throughly. When I was there, I thought the operation could be improved (as in become more efficient), but having moved on from Mintel (and started doing something else at another company), I realise that Mintel are actually run great. Great work environment. Great people. Great exit options.

The work environment is not at all bureaucratic. They respect your view on things and …  your ways of doing things.

Most bosses are straight-talkers; no lies, no exaggeration. If there are no career development opportunities for you, they will tell you in plain English.Show More","Low wage, not much scope for career progression, birthday parties for people over the age of 25. I'd stay with Mintel for longer, much longer, if I can get a wage that lets me buy a flat or house in London (with a mortgage, of course).","Pay more and allow opportunities to move around inside the company. Please adjust the pays among employees at different depts.

Please support professional qualifications such as CIM (most of researchers should have this) as part of analyst training. The academy is great, but one day management course is no match for professional qualifications that also come with continued professional development such as 30 …  hours a year to keep the membership status.Show More"
"2053",2014-09-22,"Mintel",NA,NA," Anonymous ","Current  ",NA,NA,"Yes","Positive","Yes",4,4,3,5,4,5,"Engaging environment, modern setting, intelligent people.","You have to get an outside job offer (and sometimes actually leave) in order to get a raise.","The only thing that could make working at Mintel better would be a competitive compensation strategy that includes (at minimum) cost-of-living increases. Outside of that, no complaints."
"2054",2014-09-30,"Mintel","UK","London, England "," Research Analyst","Former  ","Full-time","More than 3 years","No","Positive","Neutral",3,3,2,2,2,2,"Location and a good name to have on your CV","Salaries below the market average, aggressive corporate environment.. Upward mobility is very strict and management is very arbitrary to make decisions in the sense. Working at Mintel, you are expected to work with little or no support from management - communications with line managers are also very poor - there is very much a 'blame culture', hence the aggressive environment. There is no support for growth withing …  the company - you will find yourself overworked and underpaid.Show More",NA
"2055",2014-09-11,"Mintel",NA,NA," Anonymous ","Current  ",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Good Dynamic environment, good social atmosphere.","Difficulties to move around and need to be proactive to be part of projects.",NA
"2056",2014-09-22,"Mintel","UK","London, England "," Anonymous ","Former  ","Full-time",NA,"No","Neutral","Neutral",2,2,2,2,2,4,"Chances to learn and develop yourself","And that will help you land a better paid and more rewarding job.",NA
"2057",2014-10-08,"Mintel","UK","London, England "," Anonymous ","Former  ","Full-time","More than a year","No","Positive","Neutral",1,1,1,3,2,2,"Mintel seems to collect wonderful people who are great to know. And who only stay 6 months before they realise what the company is actually like and leave, or realise their career has no future there, and leave.

The clients are interesting and in general quite engaged with Mintel's offering.

Work across a breadth of industries.

Good work-life balance, in theory, but in reality it entirely …  depends who your boss is and what their attitude to working late and early and weekends is.Show More","Everyone has said it, and I will throw my hat into the ring as well: the salary is atrocious. I got a 30% higher salary for a very similar role when I moved, which shows how drastically I was being underpaid. Aside from that, trying to get a salary raise if you are not one of management's favourites is nigh on impossible. After a year and a half of working there, I was told there was no room in the budget for …  raises, despite knowing that others in my team had been given raises.

Which leads me on to another big problem: career progression: given that there is no actual system in place, it is entirely up to individual bosses to push for development of the team. Not only was I told there was no room in the budget for a raise, having achieved all my targets, but there was no suggestion of how to work towards a raise. Never mind actual career progression, which is impossible unless you have been at Mintel at least 5 years, or have someone in management pushing for you to be developed.

As I mentioned above, they have issues with fairness, even within small teams. Intense favouritism and politics within teams is the norm, and there is absolutely no mechanism for reporting this outside of the boss doing the favouritism.

The company places a lot of emphasis on 'fun' however company politics is rife, and the culture is more competitive and aggressive than 'fun'. A quirky office does not a fun place to work make.

The company rewards time in service more than quality of work.

Training is non-existent.

Work life balance depends entirely on your boss: mine unfortunately believed that more time at your desk=better quality work.Show More","Start really considering whether you actually value employees as much as you seem to think you do. If you valued employees you would understand that they need a clear career path, that they need proper compensation, that they need something more than just a party every first Friday of the month.

Develop some kind of training program so that employees can feel like you are investing in their future, as well as …  the future of the company.

Put less emphasis on years served at the company and more on quality of work delivered.

You have GREAT policies surrounding work-life balance, but many team leaders are not forced to adhere to them, meaning that people in that team who would like to take advantage are alienated. Take WFH and Flexi working out of the hands of team leaders and make it into an individual choice.

Fix the company politics between teams, it creates a really negative and cliquey environment.Show More"
"2058",2014-09-08,"Mintel","US","Chicago, IL "," Anonymous ","Former  ","Full-time","Less than a year","No",NA,NA,1,1,1,1,1,1,"nice building in a good part of town","Impossible situation when the only people who have a clue what is expected of you, are across the Atlantic Ocean.","Too High expectations for very Poor Training!"
"2059",2014-08-10,"Mintel","US","Chicago, IL "," Senior Analyst","Current  ","Full-time","More than 3 years",NA,NA,NA,3,NA,NA,NA,NA,NA,"The work is very interesting, and much of the work is very interesting","The management is terribly rigid. They have realigned the structure to have all the analysts into the office, saying things will be ""collaborative."" Um, no. It is a terrible environment to work, and the management clearly does not understand the rigor and thought process that is involved in the writing of these reports. This is why the place has a revolving door, no one stays for long once they realize this. Also, …  the company has a policy to never give raises. Not really a morale boosterShow More","Listen your employees. They know what it takes to excel at the job. Allow them to."
"2060",2014-07-16,"Mintel","US","Chicago, IL "," Anonymous ","Current  ","Full-time","More than 8 years","Yes","Positive","Yes",5,5,3,5,4,4,"Entrepreneurial spirit still exists here! Senior management is willing to listen to ideas from anyone if approached. If you work hard and do well, opportunities for advancement do exist. The office space and the culture are great - wonderful and talented people work at Mintel and there are many opportunities to socialize and get to know others outside of your department.","No annual raise program that is tied to performance exists. The senior level management has been the same for many years and could benefit from some change.","Match performance evaluations with compensation. Shake up things at the top for a fresh perspective."
"2061",2014-07-09,"Mintel","UK","London, England "," Anonymous ","Former  ","Full-time",NA,"No","Neutral","Neutral",2,1,1,2,2,3,"- Good work like balance
- Friendly people
- Relax environment
- Nice office location","- Low pay for graduated
- No bonuses
- Management incompetence
- Promotion are limited (depending on favouritism from management)
- No proper training structure such as learning to use other technology such as SPSS.
- Office politic being employ most of the time.","I assumed there is no point in stating the obvious such as staff turnover is ridiculously high, particularly in some department where employees have more than a degree and speak more than two languages (in some case three or even four).

Management knew exactly why people are leaving but are in denial of the real problem which is PAY! Having been drafted into meeting to ASSURE employees that their product is …  selling well rather than speak the truth that the management do not want to spend any more on salary is a slap in the face!

I also assumed that management just want to spend less and earn more to increase their profit margin without any significant investment in employees. Lack of formal training would explain why the quality of reports are sub-standard, compare to competitors, where they goes into further details and much more critical and analysis of each market.

Treating employees to cheap food and drinks will only keep them satisfy for a temporary period, and not fix the biggest issue which is salary.

One of the only reason that most people enjoyed working there is the people, whom help each other to get by each day without mental break down due to amount of workloads being given.

One of the events that most employees looks forward to is Christmas party, which is free (only beer and house wine) but apart from that nothing else will really excite people. No Christmas dinner!

Management do not need advice on how to fix problem, they knew exactly what it is but they just don't want to do anything about it. Until then the quality of Mintel's product will just be below standard and cannot grow as much as they would like to.Show More"
"2062",2014-06-25,"Mintel","UK","London, England "," Sector Manager","Current  ","Full-time","More than 5 years","Yes","Positive","Yes",4,4,4,4,3,3,"There are opportunities for development across the company, and management is very good at nruturung and rewarding hard-working and motivated individuals. There is a very open and welcoming environment, and new starters are made to feel part of the Mintel team immediately. There are very few barriers between senior management and those below them, and everyone from the Chairman to the CEO to the COO is approachable, …  friendly, and helpful. There is a very social culture and for those who want it, Mintel is a good place to work hard and make good friends.The location (of the UK office) is pretty snazzy too, a stone's throw from the river and St Paul's...Show More","It can be hard to see a straightforward path to promotion, because those who have management roles are often long-term Mintel workers, but this is also a benefit as there are always people who know the answers and opportunities to develop your career in areas you may not have planned...","Contiunue to be open and approachable - it really makes a difference..."
"2063",2014-06-18,"Mintel",NA,NA," Anonymous ","Former  ","Full-time","Less than a year","No","Neutral","No",2,1,1,1,2,3,"They say a lot of positive things about themselves in public. Their public image is controlled strictly by a few people at Mintel, by PR team, good reputation on the outside. Might look good on CV?

GNPD is a good product. The company does things no other professional firms want to do like Nielson, GfK, Eurominitor. GNPD is basically Mintel paying absolutely rock-bottom minimum wage to field agents around the …  world to buy consumer goods. Those goods are delivered to Mintel offices and minimum-waged employees photograph them, input necessary information on Mintel's system and Mintel sells subscription to this list. Useful for marketing, corporate planning professionals. Great product (no sarcasm).Show More","I have to start with this one. The salary is rock-bottom. Not even enough to live on. As other reviewers say the turnover is incredibly high and the company relies on one-off employees. Most that produce research are on minimum-wage. The management has a wrong idea about cost-cutting. They are always trying to find stupid employees that can't get a job elsewhere and are willing to take minimum wage jobs. You would …  be lucky to take home £7 an hour (after taxes). Is 14k (yes pretax!) a good salary for someone who works in London? I felt sorry and ashamed every time I had to speak with employees from GNPD.

Employees have no loyalty to the company. Do what you preach to your clients.

Everything is done cheaply - employees are getting paid to do google search. One client actually told me that they can easily find the data we sell on the internet. Not even good for due diligence purposes. I thought the client had it right, but couldn't confirm it at all. What researchers call trade interview is cold-calling, nothing more. We have no capabilities to do field interview as Nielson or GfK do (we are too cheap to pay telephone interviewers!) and can't design questionnaires properly.

Employees are uneducated. This is industry-wide, but the HR look for cheap labour, hence stupid employees. I can't remember if there are any with a MBA. Well, I suppose Google-search doesn't need a degree from Cambridge. But that puts us in a difficult position - we are selling products to people who are smarter and happier than us. How is that possible?

Contradictory management. They say one thing such as internal promotion is prevalent, but most feel absolutely stuck on their roles. There are no vertical career progression, just horizontal career change (if you get what I mean?). If employees were 10 years younger, they would leave immediately. My colleagues left not to work for another company, but to become unemployed. Most work at Mintel. not because they want to, but because they have to so that we can feed ourselves.

There is no motivation for employees to do a good job. The company rather want you do less work than do more and get paid more. That reduces the take for owners of the company.

Strong and powerful HR that just stand in everyone's way.

I constantly questioned what Mintel actually did, what value we added to clients. Yes, we have pushy sales people (who can't do anything else including myself) and the PR team that do everything to polish the public image, but products we are selling are just not good enough. Clients don't use us the same way they use Gartner, Nielson or GfK. No company wants to cite us in their 10k, but think about it, why would strategic consultants, investment bankers or corporate planners who are much smarter than our researchers want to hear what our researchers think? They don't want to hear our analysis or read Mintel Oxgen reports (most of which are based on googling!). Management consider our researchers to be disposable and do not look after them at all! Mintel is a house of cards. We don't have much to sell.

Growth of the revenues comes from pushy salespeople who know how to sign up clients, at least for a short period of time. And finding even less sophisticated clients for next year.Show More","We can put up with your management style only if you pay us more. Please give researchers more incentive so that they produce better products. We, sales people, try to build relationship with buyers. If you are selling them second-class products, you will never see them again. It's that simple.

Otherwise, we just try to find ways to do less and less. The data is just coming off the internet (I can't explain …  why to clients - in fact, clients would be horrified to find that it is actually what is going on, most Mintel employees spend considerable time google-searching!!!). Sales people under the age of 40 just leave for a better company where you can get paid more. Once you turn 40, you are stuck there, a lifer at Mintel. What a life!

You must have had enough fun already. Fun office, fun people, fun work. Just grow up!

You have to spend money to make money.

Owners - Mintel's sales and profits come at the expense of employees, most of whom are minimum wage and consider working at Mintel to be not something to be proud of, but to bring home some cash so that we can feed ourselves. We try to cut every corner we can possibly find. It's only fair. I can't blame the researchers. Every business unit needs to be carefully examined - it shouldn't take a whistleblower like myself to put things right. Corporate governance?Show More"
"2064",2014-06-14,"Mintel",NA,NA," Anonymous ","Former  ","Full-time","More than 3 years","No","Neutral","Neutral",2,1,3,2,2,3,"-Compensation - PTO - Company sponsored outings - Some good, decent people work there","- Lack of training - High turnover - Not enough room for advancement - Bullies","More than one person has mentioned bullying in previous reviews. My advice is that you pay attention because most bullies do not act up when a supervisor is around. Other employees are aware however. But, even managers do it therefore I do not have high hopes. I even saw and heard some joking about it before a supposedly anti bullying video.(Quick, we have 15 minutes to call people stupid before the meeting starts). …  It was treated as a joke and people just attended because they had to. I think they just hope that it stops or goes away on its own.Show More"
"2065",2014-06-03,"Mintel",NA,NA," Account Executive - Inside Sales","Former  ","Full-time","More than 3 years","No","Neutral","Yes",3,3,4,4,4,5,"If you're looking for an entry-level sales role and have a high work ethic, this is a great opportunity to make some good money right off the bat.","The turnover has been outrageous in my time there, and although sales can be stressful and difficult, there is little to no loyalty here.","Stop using fear as motivator."
"2066",2014-04-12,"Mintel","Singapore","Singapore"," Consultant","Former  ","Full-time","More than a year","No","Neutral","Yes",2,2,2,1,1,3,"Competitive base product (GNPD)
International environment
Good client exposure.
Good camaraderie
Good office environment
Financial strength","Conservative/archaic corporate culture.
No HR & poor training planning.
No career development planning.
No basic benefit, at least for most of the employees.
Slow process and heavily political for its size.
Lack of transparency & communication from management.
Low meritocracy.
Highs & lows in quality; lack of professionalism and expertise in some areas.
Low ethical standards: …  Sneaky & dodgy management methods tolerated and rewarded.Show More","Embrace transparency and meritocracy as a management style and invest on people.
Improve strategic thinking & vision and empower employees.
Start considering basic benefits for everyone,
Inject innovation in your processes at all levels."
"2067",2014-04-03,"Mintel","US","Chicago, IL "," Account Executive - Inside Sales","Former  ","Full-time","Less than a year","Yes","Neutral","Neutral",3,3,3,3,2,4,"Great commission structure and fun company outings.","High pressure sales with not a lot of support from management.","Start fresh."
"2068",2014-03-04,"Mintel",NA,NA," Anonymous ","Current  ","Full-time","More than 5 years","Yes","Positive","Yes",5,5,4,5,4,4,"I came to Mintel planning to be here for two years maximum... and have now been here over five. I can honestly say that this is due to both how much Mintel has developed over that time in terms of products and markets (always a lot of new and interesting projects to work on) and their investment in my role which has grown in line with increased responsibilities - and given me the opportunity to work with (and in) a …  lot of diverse markets worldwide. From my experience, if you can prove you can work hard and achieve, management are keen to give you that opportunity to grow. There are a lot of staff who have been here for many years - and this creates a family orientated atmosphere with great people to work with, who have a lot of pride in both Mintel and the products and services we create. And I'm still not planning on leaving for a long time yet.Show More","Working globally can sometimes be challenging, with early starts working with Asia and late finishes dealing with Americas.",NA
"2069",2014-03-09,"Mintel",NA,NA," Anonymous ","Former  ","Full-time","More than 3 years","Yes","Positive","Yes",4,4,3,4,4,4,"Diverse and intelligent group of employees
International company with opportunities abroad
Well-regarded player in market research
If you perform well in organization, you are often recognized for it","Stingy salaries and limited increases
Somewhat close-minded corporate mentality driven by UK office which led to the UK office heavy-handedly trying to control the US office
HR prioritizes leadership team over employee which led to feelings of mistrust with HR when it comes to employee issues",NA
"2070",2014-03-27,"Mintel","US","Chicago, IL "," Senior Analyst","Former  ","Full-time","More than 3 years","No","Negative","No",2,2,2,1,1,3,"Close to public transit; some very talented people work there.","The management is very removed from the employees. The British leaders in London are even more removed. Therefore, there are dictated policies that make little sense in the day-to-day operations, but are stubbornly enforced by lower managers. As is typical, people who have little acumen for the process are promoted, mainly because they are agreeable ""yes"" men/women for the top Brits. They have also instituted a …  culture where questioning processes in order make things flow easier is discouraged. Basically, this is a very old traditional company that has tried to reflect the opposite only via the choice of furniture or office design. Unfortunately, modern aesthetics cannot mask a prehistoric mentality.

As for benefits, they are fine. Salaries are far below market. But try to get a raise: Mintel actually has a policy where raises are not allowed. Still a jaw-dropping subject among those who work there.Show More","Listen to your employees. They know the process of your business more than you. They actually do. Foster creative minds. Also, try to heal the US/UK divide. Your culture of superiority will doom your US operations. Or at least doom your chances of retaining top quality talent."
"2071",2014-03-02,"Mintel","US","Chicago, IL "," Senior Analyst","Former  ","Full-time","More than 3 years","Yes","Neutral","Yes",3,3,3,4,3,3,"A good place for individuals with 5 years work experience or less. Exposure to different industries and companies provides a good foundation for your next job.","Similar to other companies operating in this space, upward mobility is limited due to company size. Make the effort to learn what you can and then consider your options.","N/A"
"2072",2014-02-01,"Mintel",NA,NA," Anonymous ","Current  ",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Excellent people, great working atmosphere.","Limited opportunity to develop in certain parts of the business",NA
"2073",2014-01-26,"Mintel","UK","London, England "," Anonymous ","Former  ","Full-time","More than 3 years","No","Neutral","Neutral",2,2,2,1,2,3,"-Some very hardworking people
-Office looks nice
-Coffee
-Company still has a good reputation from the outside, so it will look good on your CV","-Unprofessional management
-Favouritism
-HR look out for management first
-Low pay for the work done
-Unacceptable behaviour is condoned so long as it is from someone that's high enough in the management structure","Have a real look at how you treat your employees."
"2074",2014-01-16,"Mintel",NA,NA," Account Executive","Former  ","Full-time","Less than a year",NA,NA,"Yes",3,3,3,2,3,3,"Laid back environment , young and progressive","No training structure, compensation matrix was very complicated",NA
